vin,car_name,year,date,sale_price,times_viewed,body_type,transmission,variant,assured_buy,City,State,is_hot,rto,source,make,model,car_availability,total_owners,borker_quote,original_price,car_rating,ad_created_on,fitness_certificate,reserved,warranty_av
1HG265VK4167,chevorlet malibu,2021,1/12/2021,25119,881,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,1,25000,25150,great,1/12/2021 7:13:42,TRUE,FALSE,TRUE
1HG265VK4813,chevorlet malibu,2021,3/29/2021,40469,115,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka12,inperson_sale,chevrolet,malibu,in_transit,2,32470,40579.9,good,3/29/2021 12:51:23,TRUE,FALSE,TRUE
1HG265VK4774,chevorlet malibu,2021,1/19/2021,48969,666,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,50137,48979.9,great,1/19/2021 13:21:45,TRUE,FALSE,TRUE
1HG265VK4573,chevorlet malibu,2021,3/12/2021,21699,634,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,2,19259,19259.5,good,3/12/2021 12:55:28,TRUE,FALSE,TRUE
1HG265VK4410,chevorlet malibu,2021,4/4/2021,29149,471,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,27289,27289.2,great,4/4/2021 7:08:52,TRUE,FALSE,TRUE
1HG265VK4422,chevorlet malibu,2021,1/4/2021,36599,427,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,2,35000,36609.9,great,1/4/2021 12:00:35,TRUE,FALSE,TRUE
1HG265VK4450,chevorlet malibu,2020,12/19/2020,35269,477,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,32900,40685,good,12/19/2020 14:49:56,TRUE,FALSE,TRUE
1HG265VK4893,chevorlet malibu,2021,4/15/2021,46389,349,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,2,45160,45160.8,great,4/15/2021 7:19:54,TRUE,FALSE,TRUE
1HG265VK5047,chevorlet malibu,2021,2/16/2021,63069,720,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,64510,64660.7,great,2/16/2021 13:00:20,TRUE,TRUE,TRUE
1HG265VK5030,chevorlet malibu,2020,10/26/2020,63889,2518,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,69900,84261,great,10/26/2020 8:57:23,TRUE,TRUE,TRUE
1HG265VK4804,chevorlet malibu,2021,3/26/2021,26929,1132,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka20,inperson_sale,chevrolet,malibu,in_stock,2,24284,24284.6,great,3/26/2021 12:46:10,TRUE,FALSE,TRUE
1HG265VK4763,chevorlet malibu,2021,3/3/2021,43049,487,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,1,41778,41778.9,great,3/3/2021 13:16:23,TRUE,FALSE,TRUE
1HG265VK4707,chevorlet malibu,2021,4/5/2021,24299,973,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_transit,1,20267,20267.1,good,4/5/2021 5:56:34,TRUE,FALSE,TRUE
1HG265VK4954,chevorlet malibu,2021,4/9/2021,59779,469,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,60723,60873.9,great,4/9/2021 7:08:55,TRUE,FALSE,TRUE
1HG265VK5012,chevorlet malibu,2021,2/25/2021,26739,2069,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka30,inperson_sale,chevrolet,malibu,in_stock,1,25112,26749.9,great,2/25/2021 13:44:10,TRUE,TRUE,TRUE
1HG265VK4869,chevorlet malibu,2021,3/30/2021,36359,555,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,35040,35040.2,great,3/30/2021 14:36:55,TRUE,FALSE,TRUE
1HG265VK4846,chevorlet malibu,2021,3/9/2021,33479,397,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,31414,31414.3,great,3/9/2021 5:38:31,TRUE,FALSE,TRUE
1HG265VK4234,chevorlet malibu,2021,3/13/2021,64309,2454,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,65389,65539,great,3/13/2021 5:57:29,TRUE,FALSE,FALSE
1HG265VK4784,chevorlet malibu,2020,9/28/2020,34439,711,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,33530,41435.5,great,9/28/2020 10:06:35,TRUE,FALSE,TRUE
1HG265VK4502,chevorlet malibu,2021,1/24/2021,49359,1222,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,2,50180,49369.9,great,1/24/2021 6:30:37,TRUE,FALSE,TRUE
1HG265VK4639,chevorlet malibu,2021,1/25/2021,20019,461,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,1,18651,23630,great,1/25/2021 10:26:41,TRUE,FALSE,TRUE
1HG265VK4731,chevorlet malibu,2021,3/29/2021,28119,54,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,22318,22318.5,good,3/29/2021 11:19:33,TRUE,FALSE,TRUE
1HG265VK4408,chevorlet malibu,2021,3/22/2021,67779,824,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,70362,70512.3,great,3/22/2021 11:13:39,TRUE,FALSE,TRUE
1HG265VK4265,chevorlet malibu,2021,3/2/2021,31909,533,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,1,31836,31986.6,great,3/2/2021 10:18:12,TRUE,FALSE,TRUE
1HG265VK4760,chevorlet malibu,2021,3/8/2021,22159,621,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,2,20652,20652.6,great,3/8/2021 6:46:58,TRUE,FALSE,FALSE
1HG265VK4277,chevorlet malibu,2020,12/18/2020,50129,1498,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,1,50500,50139.9,great,12/18/2020 20:00:14,TRUE,FALSE,TRUE
1HG265VK4894,chevorlet malibu,2021,3/10/2021,57639,1134,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka50,inperson_sale,chevrolet,malibu,in_stock,1,57765,57915.2,great,3/10/2021 12:50:50,TRUE,FALSE,TRUE
1HG265VK4597,chevorlet malibu,2021,3/23/2021,63039,2039,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,1,66196,66346.3,great,3/23/2021 6:09:46,TRUE,FALSE,TRUE
1HG265VK4867,chevorlet malibu,2021,3/27/2021,79539,734,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,80929,81079.1,great,3/27/2021 11:10:14,TRUE,FALSE,TRUE
1HG265VK4514,chevorlet malibu,2021,4/9/2021,63489,448,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,63620,63770.8,great,4/9/2021 6:03:48,TRUE,FALSE,TRUE
1HG265VK4178,chevorlet malibu,2020,12/7/2020,21759,1150,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,22269,28032.8,great,12/7/2020 10:34:11,TRUE,FALSE,TRUE
1HG265VK4220,chevorlet malibu,2021,2/14/2021,20569,652,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,20473,20579.9,great,2/14/2021 11:54:27,TRUE,FALSE,TRUE
1HG265VK4550,chevorlet malibu,2020,11/26/2020,24489,993,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,22547,28363.7,great,11/26/2020 12:59:00,TRUE,FALSE,TRUE
1HG265VK4342,chevorlet malibu,2021,2/18/2021,26159,344,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,24816,26169.9,great,2/18/2021 13:04:28,TRUE,FALSE,TRUE
1HG265VK4191,chevorlet malibu,2021,3/18/2021,39809,516,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,37490,37490.3,great,3/18/2021 12:03:24,TRUE,FALSE,TRUE
1HG265VK4603,chevorlet malibu,2021,1/18/2021,16849,1933,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,2,16512,21041.5,good,1/18/2021 13:14:42,TRUE,FALSE,TRUE
1HG265VK4295,chevorlet malibu,2021,2/4/2021,38569,718,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,2,39553,38579.9,great,2/4/2021 9:39:06,TRUE,FALSE,TRUE
1HG265VK4572,chevorlet malibu,2021,3/22/2021,27499,253,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_transit,1,23614,23614.4,good,3/22/2021 12:23:05,TRUE,FALSE,TRUE
1HG265VK4133,chevorlet malibu,2021,2/19/2021,23889,3671,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,23412,23899.9,great,2/19/2021 11:28:34,TRUE,FALSE,FALSE
1HG265VK4155,chevorlet malibu,2021,3/2/2021,26879,853,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,2,25773,25773,great,3/2/2021 10:17:05,TRUE,FALSE,TRUE
1HG265VK5110,chevorlet malibu,2021,3/20/2021,40889,454,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,1,38036,38036.1,great,3/20/2021 7:22:53,TRUE,TRUE,TRUE
1HG265VK4616,chevorlet malibu,2021,4/5/2021,35689,35,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_transit,1,28660,28660,good,4/5/2021 10:26:56,TRUE,FALSE,TRUE
1HG265VK4201,chevorlet malibu,2020,11/26/2020,22409,2345,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,21690,27345.1,great,11/26/2020 13:59:53,TRUE,FALSE,TRUE
1HG265VK4430,chevorlet malibu,2021,2/18/2021,65889,1202,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,68250,68400.2,great,2/18/2021 13:06:05,TRUE,FALSE,FALSE
1HG265VK4551,chevorlet malibu,2021,4/7/2021,38939,22,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka43,inperson_sale,chevrolet,malibu,in_transit,1,34685,34685.5,great,4/7/2021 13:38:07,TRUE,FALSE,TRUE
1HG265VK5014,chevorlet malibu,2021,3/21/2021,40439,1203,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,41060,41210,great,3/21/2021 7:41:43,TRUE,TRUE,TRUE
1HG265VK4955,chevorlet malibu,2021,3/30/2021,33639,858,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka50,inperson_sale,chevrolet,malibu,in_stock,1,29028,29028.7,great,3/30/2021 13:16:42,TRUE,FALSE,FALSE
1HG265VK5056,chevorlet malibu,2021,3/6/2021,51079,858,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,50222,50222.5,great,3/6/2021 13:06:56,TRUE,TRUE,TRUE
1HG265VK4268,chevorlet malibu,2020,12/8/2020,35319,1253,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,1,35000,43184,great,12/8/2020 21:30:02,TRUE,FALSE,FALSE
1HG265VK4953,chevorlet malibu,2021,3/24/2021,25449,351,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,2,22275,22275.7,good,3/24/2021 10:00:49,TRUE,FALSE,TRUE
1HG265VK4581,chevorlet malibu,2021,1/24/2021,30049,706,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,30563,30059.9,great,1/24/2021 7:35:58,TRUE,FALSE,TRUE
1HG265VK4161,chevorlet malibu,2021,3/6/2021,27879,683,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,26105,26105.7,great,3/6/2021 15:05:33,TRUE,FALSE,TRUE
1HG265VK4523,chevorlet malibu,2021,3/3/2021,31679,178,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,malibu,in_transit,1,30841,30841.4,great,3/3/2021 12:34:37,TRUE,FALSE,FALSE
1HG265VK4697,chevorlet malibu,2021,3/15/2021,44789,548,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,malibu,in_stock,2,44539,44539.4,great,3/15/2021 6:43:01,TRUE,FALSE,TRUE
1HG265VK5017,chevorlet malibu,2020,11/11/2020,48599,1297,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,52081,63413,great,11/11/2020 10:22:01,TRUE,TRUE,TRUE
1HG265VK4749,chevorlet malibu,2021,3/20/2021,31369,246,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,27460,27460.8,good,3/20/2021 14:18:54,TRUE,FALSE,TRUE
1HG265VK4743,chevorlet malibu,2021,2/27/2021,38139,606,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,35628,38899.9,great,2/27/2021 6:53:26,TRUE,FALSE,TRUE
1HG265VK4516,chevorlet malibu,2021,3/19/2021,51509,535,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,53781,53931.8,great,3/19/2021 10:21:43,TRUE,FALSE,TRUE
1HG265VK4192,chevorlet malibu,2021,4/1/2021,30089,81,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,28064,28064.4,great,4/1/2021 6:11:56,TRUE,FALSE,TRUE
1HG265VK4328,chevorlet malibu,2021,4/5/2021,57589,495,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_transit,1,53027,53027.5,great,4/5/2021 8:34:50,TRUE,FALSE,TRUE
1HG265VK4744,chevorlet malibu,2021,2/22/2021,44379,552,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,43635,43635.8,great,2/22/2021 10:37:53,TRUE,FALSE,TRUE
1HG265VK4809,chevorlet malibu,2021,1/4/2021,23839,1922,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,2,23485,23849.9,great,1/4/2021 6:29:58,TRUE,FALSE,TRUE
1HG265VK4219,chevorlet malibu,2021,2/3/2021,35469,2623,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,36199,35479.9,great,2/3/2021 10:39:08,TRUE,FALSE,TRUE
1HG265VK4612,chevorlet malibu,2020,11/5/2020,28499,697,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,1,27490,34247.1,great,11/5/2020 10:32:39,TRUE,FALSE,TRUE
1HG265VK5060,chevorlet malibu,2021,4/8/2021,92859,1158,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,93347,93497.8,great,4/8/2021 7:01:25,TRUE,TRUE,FALSE
1HG265VK4488,chevorlet malibu,2021,3/22/2021,53759,501,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,54680,54830.9,great,3/22/2021 5:12:33,TRUE,FALSE,TRUE
1HG265VK4403,chevorlet malibu,2021,3/19/2021,51479,902,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,50100,50100,great,3/19/2021 5:31:08,TRUE,FALSE,TRUE
1HG265VK4333,chevorlet malibu,2021,1/18/2021,19039,1863,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,1,17854,22664.5,great,1/18/2021 13:19:08,TRUE,FALSE,TRUE
1HG265VK4884,chevorlet malibu,2021,4/6/2021,32929,383,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,31682,31682.6,great,4/6/2021 6:06:05,TRUE,FALSE,TRUE
1HG265VK4848,chevorlet malibu,2021,4/19/2021,57279,594,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,55110,55110,great,4/19/2021 12:01:38,TRUE,FALSE,TRUE
1HG265VK5028,chevorlet malibu,2021,2/19/2021,66099,1971,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,67994,68144,great,2/19/2021 5:25:26,TRUE,TRUE,TRUE
1HG265VK4247,chevorlet malibu,2020,12/21/2020,22129,888,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,2,20871,26370.3,great,12/21/2020 12:21:13,TRUE,FALSE,TRUE
1HG265VK4210,chevorlet malibu,2021,3/6/2021,40029,477,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,malibu,in_stock,1,35899,35899.6,good,3/6/2021 14:05:40,TRUE,FALSE,TRUE
1HG265VK4614,chevorlet malibu,2021,3/3/2021,48339,416,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,2,47156,47156.3,great,3/3/2021 9:52:01,TRUE,FALSE,TRUE
1HG265VK4196,chevorlet malibu,2021,3/11/2021,46269,2150,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,2,45795,45795.5,great,3/11/2021 12:28:55,TRUE,FALSE,TRUE
1HG265VK4776,chevorlet malibu,2021,2/19/2021,41279,954,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka26,inperson_sale,chevrolet,malibu,in_stock,2,39974,41289.9,great,2/19/2021 13:40:21,TRUE,FALSE,FALSE
1HG265VK4304,chevorlet malibu,2021,3/18/2021,61489,1106,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,60298,60298,great,3/18/2021 9:04:06,TRUE,FALSE,TRUE
1HG265VK4345,chevorlet malibu,2021,2/24/2021,19769,1546,sedan,automatic,malibu fwd premier,FALSE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,2,19224,19779.9,great,2/24/2021 14:23:14,TRUE,FALSE,TRUE
1HG265VK4274,chevorlet malibu,2021,3/25/2021,35049,970,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,32927,32927.8,great,3/25/2021 5:54:02,TRUE,FALSE,TRUE
1HG265VK4586,chevorlet malibu,2021,2/25/2021,49379,460,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,49138,49138.3,great,2/25/2021 12:24:55,TRUE,FALSE,TRUE
1HG265VK4629,chevorlet malibu,2021,2/17/2021,65579,1207,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,64066,64066.5,great,2/17/2021 9:46:00,TRUE,FALSE,TRUE
1HG265VK4188,chevorlet malibu,2020,10/25/2020,57149,3160,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,2,57513,69768.3,great,10/25/2020 12:26:22,TRUE,FALSE,FALSE
1HG265VK4298,chevorlet malibu,2021,2/3/2021,50589,1075,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka04,inperson_sale,chevrolet,malibu,in_stock,1,51697,50609.9,great,2/3/2021 10:49:12,TRUE,FALSE,TRUE
1HG265VK4521,chevorlet malibu,2021,3/11/2021,36369,667,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,34195,34195.4,great,3/11/2021 10:47:53,TRUE,FALSE,TRUE
1HG265VK4579,chevorlet malibu,2021,3/11/2021,34549,562,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka50,inperson_sale,chevrolet,malibu,in_stock,1,32759,32759.8,great,3/11/2021 6:12:12,TRUE,FALSE,TRUE
1HG265VK4857,chevorlet malibu,2021,3/28/2021,55109,684,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,55618,55768.5,great,3/28/2021 6:51:07,TRUE,FALSE,FALSE
1HG265VK4338,chevorlet malibu,2021,2/26/2021,29049,338,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,2,27683,27683.5,great,2/26/2021 14:05:33,TRUE,FALSE,TRUE
1HG265VK4583,chevorlet malibu,2021,3/23/2021,25039,467,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_transit,2,23633,23633.7,great,3/23/2021 12:58:36,TRUE,FALSE,FALSE
1HG265VK4978,chevorlet malibu,2021,3/28/2021,31849,639,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,1,29357,29357.9,great,3/28/2021 7:53:47,TRUE,FALSE,TRUE
1HG265VK4289,chevorlet malibu,2021,3/3/2021,45799,1298,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,43520,43520,great,3/3/2021 13:44:14,TRUE,FALSE,TRUE
1HG265VK4525,chevorlet malibu,2021,3/9/2021,37789,348,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka02,inperson_sale,chevrolet,malibu,in_stock,2,35595,35595.2,great,3/9/2021 6:37:08,TRUE,FALSE,TRUE
1HG265VK4917,chevorlet malibu,2021,3/7/2021,50239,405,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,49241,49241.4,great,3/7/2021 11:44:58,TRUE,FALSE,TRUE
1HG265VK4531,chevorlet malibu,2020,11/27/2020,30389,508,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,28040,34901.6,great,11/27/2020 21:30:07,TRUE,FALSE,TRUE
1HG265VK4288,chevorlet malibu,2021,3/31/2021,36399,500,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka41,inperson_sale,chevrolet,malibu,in_stock,1,35668,35668.5,great,3/31/2021 5:59:52,TRUE,FALSE,TRUE
1HG265VK4727,chevorlet malibu,2020,12/3/2020,29009,739,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,1,27200,33902,great,12/3/2020 14:25:39,TRUE,FALSE,TRUE
1HG265VK5042,chevorlet malibu,2021,4/9/2021,54419,3823,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka05,inperson_sale,chevrolet,malibu,in_stock,1,55393,55543,great,4/9/2021 12:45:04,TRUE,TRUE,TRUE
1HG265VK4535,chevorlet malibu,2021,1/20/2021,23869,550,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,2,22588,28413,great,1/20/2021 13:23:27,TRUE,FALSE,TRUE
1HG265VK4190,chevorlet malibu,2021,4/4/2021,47239,1357,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka51,inperson_sale,chevrolet,malibu,in_stock,2,45962,45962.2,great,4/4/2021 14:14:48,TRUE,FALSE,TRUE
1HG265VK4816,chevorlet malibu,2021,3/2/2021,50939,664,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka53,inperson_sale,chevrolet,malibu,in_stock,1,50053,50053.9,great,3/2/2021 7:15:15,TRUE,FALSE,FALSE
1HG265VK4642,chevorlet malibu,2021,4/1/2021,19179,1880,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka01,inperson_sale,chevrolet,malibu,in_stock,2,16579,16579.4,good,4/1/2021 5:40:15,TRUE,FALSE,TRUE
1HG265VK4437,chevorlet malibu,2021,3/26/2021,39289,371,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_stock,1,36493,36493.7,great,3/26/2021 13:04:31,TRUE,FALSE,TRUE
1HG265VK4382,chevorlet malibu,2021,4/5/2021,28759,295,sedan,automatic,malibu fwd premier,TRUE,Los Angelas,CA,TRUE,ka03,inperson_sale,chevrolet,malibu,in_transit,2,26225,26225.3,great,4/5/2021 5:32:05,TRUE,FALSE,TRUE
